title,url,view,channel_name,channel_subscriber,create_stamp
【ANIMAX】《路人超能100 第2季》8/17起 每晚 9:30,/watch?v=Zj3nBkiRw_0,152.0,ANIMAXTW,12500.0,1週間前
【ANIMAX】《JoJo 的奇妙冒險：不滅鑽石》8/16起 每晚 10:00 播出,/watch?v=ZE5SFyD0AFs,153.0,ANIMAXTW,12500.0,1週間前
【ANIMAX 】《輝夜姬想讓人告白? 天才們的戀愛頭腦戰》全新第二季 8/19起 每晚 7:30 #週四五除外,/watch?v=U8BsX-dkFOo,670.0,ANIMAXTW,12500.0,1週間前
【ANIMAX 】 《鋼之鍊金術師 BROTHERHOOD》8/18起 每晚 8:00 播出,/watch?v=oHVMAn7yhTE,234.0,ANIMAXTW,12500.0,1週間前
【ANIMAX 新番急送】 《Re:從零開始的異世界生活 第二季》每週四晚上 7:30 全台首播,/watch?v=1mM6jL_QcrI,563.0,ANIMAXTW,12500.0,4週間前
【ANIMAX 新番急送】 《炎炎消防隊 貳之章》每週五晚間 7:30 全台獨家首播,/watch?v=FVaUBSLhDa4,333.0,ANIMAXTW,12500.0,4週間前
【ANIMAX 7月強檔 #全台首播】 《Re:從零開始的異世界生活 冰結之絆》7/8 晚上7:00 雙聲道*播出,/watch?v=S878hZpMhUc,826.0,ANIMAXTW,12500.0,1か月前
【ANIMAX 7月強檔 #全台首播】 《博多豚骨拉麵團》7/12起 每晚 9:30 雙聲道*播出,/watch?v=rl7czuOUk-s,456.0,ANIMAXTW,12500.0,2か月前
【ANIMAX 7月強檔 #全台首播】 《Re:從零開始的異世界生活 Memory Snow》7/7 晚上7:00 雙聲道*播出,/watch?v=5kvvu3n4_0w,522.0,ANIMAXTW,12500.0,2か月前
【ANIMAX 6月強檔 #全台首播】 《Re:從零開始的異世界生活 (新編輯版)》6/24起 每晚 7:00,/watch?v=m53JsD1hV4o,421.0,ANIMAXTW,12500.0,2か月前
【ANIMAX 6月強檔 #全台獨家首播】 《暗黑破壞神在身邊。》6/2起 每晚 6:30,/watch?v=wSoqz5BFmPg,1592.0,ANIMAXTW,12500.0,2か月前
【ANIMAX 六月強檔動漫】,/watch?v=dG8LaZGY1CY,1246.0,ANIMAXTW,12500.0,2か月前
Animax HD《K SEVEN STORIES》5/17 晚間 10:30 首播，5/18 起每晚 10:40 播出 *雙聲道播出,/watch?v=e83bEZ54DyQ,1128.0,ANIMAXTW,12500.0,3か月前
ANIMAX《地縛少年花子君》5/27起 每晚 10:30  雙聲道*播出,/watch?v=JiMwKDEnII4,856.0,ANIMAXTW,12500.0,3か月前
ANIMAX《最終休止符~無止境的螺旋物語~》5/21起 每晚 6:30,/watch?v=k1swHoFB0Ec,647.0,ANIMAXTW,12500.0,3か月前
《爆肝工程師的異世界狂想曲》5/13(三)起 每晚 7:30 雙聲道* 播出,/watch?v=kgVmNWb8d04,529.0,ANIMAXTW,12500.0,3か月前
Animax HD《獵人(新版)》每晚 6:00 連播兩集 *雙聲道播出,/watch?v=GSQrMwosc8I,493.0,ANIMAXTW,12500.0,3か月前
ANIMAX《黃金神威》每晚 8:30 #即將邁入大結局,/watch?v=ecyUg5ZR8p8,750.0,ANIMAXTW,12500.0,3か月前
【ANIMAX 5月強檔 #全台首播】 《音樂少女》5/12起 每晚 8:30,/watch?v=fYrCprQ_mgo,845.0,ANIMAXTW,12500.0,3か月前
【ANIMAX 五月強檔動漫】,/watch?v=907_kFPKjhI,1004.0,ANIMAXTW,12500.0,3か月前
ANIMAX《少女終末旅行》3/19 起每晚 6:30,/watch?v=J7T9PYQNBm8,629.0,ANIMAXTW,12500.0,5か月前
ANIMAX《超人高中生們即便在異世界也能從容生存!》3/18 起每晚 7:30,/watch?v=XNdrPgHIojE,618.0,ANIMAXTW,12500.0,5か月前
【喜劇日常番《小惡魔女在街角》】必看場面第 4 集,/watch?v=NNY4awrP5vw,1621.0,ANIMAXTW,12500.0,6か月前
【喜劇日常番《小惡魔女在街角》】必看場面第 3 集,/watch?v=9jszi4KCQhI,1018.0,ANIMAXTW,12500.0,6か月前
【喜劇日常番《小惡魔女在街角》】必看場面第 2 集 Part 2,/watch?v=jG50wGN1n2Q,733.0,ANIMAXTW,12500.0,6か月前
【喜劇日常番《小惡魔女在街角》】必看場面第 2 集 Part 1,/watch?v=EX_Z-uhxsPk,837.0,ANIMAXTW,12500.0,6か月前
【喜劇日常番《小惡魔女在街角》】必看場面第 1 集,/watch?v=WXzkmsiy0Zo,1107.0,ANIMAXTW,12500.0,6か月前
《滿月之戰 GRANBELM》12/25 起晚間 9:30 全台首播,/watch?v=3nF76mPtRVw,13270.0,ANIMAXTW,12500.0,6か月前
【獨家直擊】C3 Anime Festival Asia Singapore 2019：May'n,/watch?v=Nzon9DtYbo4,328.0,ANIMAXTW,12500.0,6か月前
《多田君不戀愛,,,,,
》12/12 (四) 起每晚 10:30  Animax 全台獨家首播,/watch?v=ufjJqq_dFgg,15279.0,ANIMAXTW,12500.0,6か月前
【獨家直擊】C3 Anime Festival Asia Singapore 2019：茅原實里,/watch?v=IWbllGgfvsw,520.0,ANIMAXTW,12500.0,6か月前
Animax 鼠年賀新春！每晚帶給你最新、最強檔的日本動畫！,/watch?v=mo7xg0L8jl8,139675.0,ANIMAXTW,12500.0,7か月前
Animax 強片連環！熱血動作番　每晚 6 點起熱播不間斷！,/watch?v=aOGStrQL0y0,86775.0,ANIMAXTW,12500.0,7か月前
《地縛少年花子君》每週日晚間 9:30 與日本同週播出,/watch?v=dGkpMbhM0is,28066.0,ANIMAXTW,12500.0,7か月前
《獵人 (新版)》1/14、《JOJO 的奇妙冒險 黃金之風》1/22 起兩集連播,/watch?v=BjA6qHjQdMQ,174646.0,ANIMAXTW,12500.0,7か月前
《炎炎消防隊》全系列 1/16（四）起雙聲道播出,/watch?v=_6zEF6owjvk,13719.0,ANIMAXTW,12500.0,7か月前
《JoJo 的奇妙冒險：星塵遠征軍》12/9 (一) 起，Animax 頻道，每晚 8 點兩集連播,/watch?v=plOeXT_W2zA,13962.0,ANIMAXTW,12500.0,8か月前
《JoJo 的奇妙冒險：星塵遠征軍》今晚 8 點，Animax 頻道兩集連播,/watch?v=LngH30sYbLw,13073.0,ANIMAXTW,12500.0,8か月前
《三顆星彩色冒險》每晚 6:30，Animax 頻道，全台獨家首播,/watch?v=n4HHqYIgX5A,13590.0,ANIMAXTW,12500.0,8か月前
《妖怪手錶 光影之卷》12/16 起每晚 6:30 雙聲道播出,/watch?v=PfrAZ5k2EHE,15100.0,ANIMAXTW,12500.0,8か月前
【ANIMAX 快報】May'n 獨家專訪,/watch?v=fqfofwM0euA,564.0,ANIMAXTW,12500.0,9か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 櫻飛雪,/watch?v=ECyTuJUbyDo,5199.0,ANIMAXTW,12500.0,10か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 被我灼熱的花燒盡凋零吧！,/watch?v=RYh4BmmYmNI,948.0,ANIMAXTW,12500.0,10か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 紫電一閃 雜魚的逆襲,/watch?v=rDuTsHqNsNA,5249.0,ANIMAXTW,12500.0,10か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 透岸裡的逆流超級泡泡糖,/watch?v=gVcr1ndsjYc,578.0,ANIMAXTW,12500.0,10か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 第 8 特殊消防隊與節男宮本的戰鬥 Part 2,/watch?v=lIU9FV-xk18,1226.0,ANIMAXTW,12500.0,10か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 第 8 特殊消防隊與節男宮本的戰鬥 Part 1,/watch?v=JTSA_fVyAKU,1831.0,ANIMAXTW,12500.0,10か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 你在說誰是個獨眼巨猩？！,/watch?v=0b_m9SfzWdY,36915.0,ANIMAXTW,12500.0,10か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 有一種焰人承受的劇痛,/watch?v=82J3i2r5daE,846.0,ANIMAXTW,12500.0,10か月前
【ANIMAX 9月強檔 必看場面】《炎炎消防隊》- 超燃演出 - 必須成為英雄的森羅,/watch?v=ylYw0LMAAxE,674.0,ANIMAXTW,12500.0,10か月前
Animax Yokai Watch Shadowside TX,/watch?v=KfwjFbQbI68,306133.0,ANIMAXTW,12500.0,1年前
Animax Yokai Watch Shadowside 15秒,/watch?v=l9iwpfZALGE,1298.0,ANIMAXTW,12500.0,1年前
ANIMAX 4月  #新鮮速遞《請讓我撒嬌，仙狐大人！》,/watch?v=N-wyngBOURs,7582.0,ANIMAXTW,12500.0,1年前
ANIMAX《#魔法律事務所》,/watch?v=VBn5mgZuads,3222.0,ANIMAXTW,12500.0,1年前
【ANIMAX 3月強檔 :《#無論何時我們的戀情都是10厘米》】,/watch?v=IYVJAY_uTSc,4623.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun & Friends : 2019 新年快樂】,/watch?v=V_aeyVoIf0Q,845.0,ANIMAXTW,12500.0,1年前
【ANIMAX #心跳時刻】,/watch?v=CyC-vn6IXdA,1590.0,ANIMAXTW,12500.0,1年前
【ANIMAX春節強檔動漫《#魯邦三世 Part 5》】,/watch?v=bLdvOMBP7Ns,2444.0,ANIMAXTW,12500.0,1年前
ANIMAX HD《驅魔少年》,/watch?v=o3cW9cLRD7M,1944.0,ANIMAXTW,12500.0,1年前
ANIMAX 2019 重新定義 感官體驗,/watch?v=u-98j38KXW0,5080.0,ANIMAXTW,12500.0,1年前
【ANIMAX 1月強檔 #新番急送】 《#約會大作戰 III》,/watch?v=pNqsC46V_9k,4235.0,ANIMAXTW,12500.0,1年前
【ANIMAX 1月強檔 #新番急送】 《#路人超能100 第2季》,/watch?v=VGgbKAHjBFA,2673.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun & Friends : ChuChu 的天敵】,/watch?v=OFJTU44qado,1096.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun & Friends : OO-Kun有超能力!?】,/watch?v=8AnL1sbCc_A,1119.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun & Friends : 大明星 Imo 超好野 】,/watch?v=y3fDvczb-7U,581.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun & Friends:  Miruku 的驚人秘密】,/watch?v=GzlWSU0oFPA,1337.0,ANIMAXTW,12500.0,1年前
【ANIMAX 11月強檔 #全台首播】 《銀河英雄傳說 Die Neue These》Legend of the Galactic Heroes 11/28起 每晚 21:30,/watch?v=wIYXkB6tKOw,16642.0,ANIMAXTW,12500.0,1年前
【ANIMAX 10月強檔 #全台首播】 《閃電十一人 阿瑞斯的天秤》Inazuma Eleven Ares 10/26起 每晚 20:30,/watch?v=Af-JgwyqweM,4780.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun : ChuChu美髮沙龍篇】,/watch?v=6FxF2Oy5-EI,1636.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun : 攻守交換篇】,/watch?v=yTCbyhbUq5g,1318.0,ANIMAXTW,12500.0,1年前
【ANIMAX 10月強檔 #新番急送】 《#魔導少年 最終章》10/7起 每週日 20:30 與日本同日放送｜日語原音,/watch?v=6iSEhoWCWdE,3617.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun :撩妹失敗篇】,/watch?v=Sg_pX1g65jw,3098.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun :  你來我往篇】,/watch?v=6VHwtjCflsA,1684.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun : 海底打獵篇】,/watch?v=WrpWJpfljW4,877.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun : 夢遊篇】,/watch?v=lLHu5Pos18E,693.0,ANIMAXTW,12500.0,1年前
【ANIMAX #全台首播 :《少女終末旅行》】9/29起 每晚 24:30 全台首播,/watch?v=tCTbC2vey_E,1560.0,ANIMAXTW,12500.0,1年前
【ANIMAX #全台首播 :《三次元女友》】9/27起 每晚 21:30 全台首播／日語原音,/watch?v=IU0rAN6Gbgw,6140.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun :火烤Imo篇】,/watch?v=Ubg471-pdDE,907.0,ANIMAXTW,12500.0,1年前
ANIMAX【OO-Kun :毒蛇上身篇 】,/watch?v=IlLcD8D_15k,838.0,ANIMAXTW,12500.0,2年前
ANIMAX【OO-Kun :洗髮精惡作劇篇 】,/watch?v=IJlKzN-K7p0,991.0,ANIMAXTW,12500.0,2年前
ANIMAX【OO-Kun : 電梯放屁疑雲陷害篇 】,/watch?v=3EciR6NeohU,1470.0,ANIMAXTW,12500.0,2年前
【ANIMAX #全台首播 Code: Realize ~創世的姬君~】8/24起 每晚 24:30 全台首播,/watch?v=yu2n3UlQwfI,3078.0,ANIMAXTW,12500.0,2年前
【ANIMAX #全台首播 :《寶石之國》】8/11起 每晚 20:30 全台首播,/watch?v=R0gzOWfwdT8,2215.0,ANIMAXTW,12500.0,2年前
【ANIMAX #全台首播 :《調教咖啡廳》】8/12起 每晚 24:30 全台首播,/watch?v=920wl_qnHLo,3852.0,ANIMAXTW,12500.0,2年前
【ANIMAX #新番急送 :《魔法律事務所》】8/3 起 每週五 23:00 與日本同日放送,/watch?v=MEBZKhHe-20,3529.0,ANIMAXTW,12500.0,2年前
ANIMAX 7月強檔《#噬血狂襲OVA》+《#噬血狂襲II》 Strike the Blood OVA and II,/watch?v=8NxteqQDio0,5514.0,ANIMAXTW,12500.0,2年前
ANIMAX #全台首播《潔癖男子青山》Clean Freak Aoyama kun,/watch?v=vktsy_RGr3E,2187.0,ANIMAXTW,12500.0,2年前
【ANIMAX #新番急送 :《工作細胞》】7/8起 每週日 21:30 與日本同日放送,/watch?v=fQgqeF1AvZQ,8202.0,ANIMAXTW,12500.0,2年前
Animax 夏日狂歡派對｜開趴狂歡啦！連續八周，連續七檔動漫輪番接替！,/watch?v=gyLY_JmuouM,4150.0,ANIMAXTW,12500.0,2年前
ANIMAX《梵諦岡奇蹟調查官 》,/watch?v=3U_hPGU00AI,2636.0,ANIMAXTW,12500.0,2年前
ANIMAX《Princess Principal》,/watch?v=9vO0Lss8oSU,3290.0,ANIMAXTW,12500.0,2年前
ANIMAX《龍王的工作！》,/watch?v=WJ-Uw9HBc-0,2158.0,ANIMAXTW,12500.0,2年前
ANIMAX《正確的卡多》,/watch?v=5PUZX9ddYaw,3111.0,ANIMAXTW,12500.0,2年前
ANIMAX《帶著智慧型手機闖蕩異世界》,/watch?v=t3echgjrw3w,4739.0,ANIMAXTW,12500.0,2年前
ANIMAX《櫻花任務》5/17起 每晚24:30全台首播,/watch?v=w9-_JHmyqk4,2301.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun : 《帶著智慧型手機闖蕩異世界》篇】,/watch?v=yrAi-BOKy94,3692.0,ANIMAXTW,12500.0,2年前
ANIMAX【OO-Kun :  踢踏舞篇 】,/watch?v=4YsMjmj3EUA,928.0,ANIMAXTW,12500.0,2年前
ANIMAX【OO-Kun : 雨傘篇 】,/watch?v=uixSIEUB_n8,666.0,ANIMAXTW,12500.0,2年前
ANIMAX #新番急送 :《妖怪旅館營業》,/watch?v=rXzi0HFaclE,9338.0,ANIMAXTW,12500.0,2年前
ANIMAX《廢天使加百列》,/watch?v=6GaScjOvrUg,10623.0,ANIMAXTW,12500.0,2年前
ANIMAX《奇諾之旅-the Beautiful World-》,/watch?v=loBh2CW55nE,1864.0,ANIMAXTW,12500.0,2年前
【ANIMAX HD #新番急送 :《罪人與龍共舞》】,/watch?v=lfMW7JiEgNw,5662.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun : Miruku剃羊毛篇】,/watch?v=7Vf7BFo1nQ8,670.0,ANIMAXTW,12500.0,2年前
ANIMAX 2018 強檔動漫再出擊!,/watch?v=4o-eoEUrQjI,4937.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun : 擅長捉弄人的高木同學篇】,/watch?v=PxA469wsIvY,5348.0,ANIMAXTW,12500.0,2年前
ANIMAX《雛邏輯～來自幸運與邏輯～》,/watch?v=7N4s1mKfdIQ,5577.0,ANIMAXTW,12500.0,2年前
ANIMAX《武裝少女 Machiavellism》,/watch?v=4qGtxU43nps,3683.0,ANIMAXTW,12500.0,2年前
ANIMAX《末日時在做什麼? 有沒有空? 可以來拯救嗎?》,/watch?v=GRQu9gFhzs0,4876.0,ANIMAXTW,12500.0,2年前
【ANIMAX 強檔動漫天天播 狗年好運旺旺來】,/watch?v=bwdSkzOr8gM,1310.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun : 情人節摩天輪篇】,/watch?v=pbEuOAbOEFY,864.0,ANIMAXTW,12500.0,2年前
"""Picture This Festival"" 拍攝地球節日影片活動",/watch?v=LUCyWQHugjY,405.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun -《妖怪公寓的幽雅日常》篇 】,/watch?v=KybyRXhjmM0,1303.0,ANIMAXTW,12500.0,2年前
ANIMAX《妖怪公寓的幽雅日常》,/watch?v=sCF1lakzXpg,1979.0,ANIMAXTW,12500.0,2年前
ANIMAX  新番急送 :《龍王的工作》,/watch?v=f98-Hd5ke0o,9841.0,ANIMAXTW,12500.0,2年前
ANIMAX HD《擅長捉弄人的高木同學》,/watch?v=Glbv0Zk1Hp0,28787.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun - 告白篇part 2 】,/watch?v=hpM63h5iCT8,862.0,ANIMAXTW,12500.0,2年前
ANIMAX 10月新番急送《悠久持有者！》,/watch?v=hgnKWFG4bL4,1779.0,ANIMAXTW,12500.0,2年前
ANIMAX《覆面系NOISE》12/01起 每晚21:30全台首播,/watch?v=_oQjAHtJDBM,4418.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun -韓國篇 】,/watch?v=ZYWwSDL02-g,781.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun -地獄少女宵伽篇 】,/watch?v=vH0SaWZNehg,3985.0,ANIMAXTW,12500.0,2年前
ANIMAX HD 《亞爾斯蘭戰記》,/watch?v=ljZhcuopvXI,2637.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun -潛水告白篇 】,/watch?v=GElmLnMq-xo,1151.0,ANIMAXTW,12500.0,2年前
ANIMAX：【OO-Kun -京都篇 】,/watch?v=pRgnr5ZWJlg,736.0,ANIMAXTW,12500.0,2年前
ANIMAX HD10月 新番急送 : 《奇諾之旅》,/watch?v=yP-TTr0BoLc,2674.0,ANIMAXTW,12500.0,2年前
ANIMAX 10月新番急送 : 《悠久持有者！》,/watch?v=beX8uBBeW7U,3990.0,ANIMAXTW,12500.0,2年前
ANIMAX 2017 強檔動漫,/watch?v=E84X9vP5yQs,3659.0,ANIMAXTW,12500.0,2年前
ANIMAX《地獄少女宵伽》10/11起 每晚21:30 全台首播,/watch?v=ULucarrrdtU,7336.0,ANIMAXTW,12500.0,2年前
ANIMAX《JoJo的奇妙冒險:星塵遠征軍》,/watch?v=B52chXFiwZo,10169.0,ANIMAXTW,12500.0,3年前
ANIMAX《JoJo 的奇妙冒險》,/watch?v=oI59qMEPY70,14997.0,ANIMAXTW,12500.0,3年前
ANIMAX《夏日出任務》,/watch?v=-CpwCYQF1pI,1319.0,ANIMAXTW,12500.0,3年前
ANIMAX《JoJo的奇妙冒險: 不滅鑽石》,/watch?v=vzpQXUSHUK4,15227.0,ANIMAXTW,12500.0,3年前
ANIMAX《火星任務》第一季,/watch?v=ZYXa98ReXnA,3230.0,ANIMAXTW,12500.0,3年前
ANIMAX《暗殺教室》第二季,/watch?v=iIq0qPbbleI,5169.0,ANIMAXTW,12500.0,3年前
ANIMAX《最遊記》,/watch?v=UgFPnLQdnXE,2020.0,ANIMAXTW,12500.0,3年前
ANIMAX HD 暑期強檔 重裝上陣,/watch?v=PQj_-03jAPw,2513.0,ANIMAXTW,12500.0,3年前
ANIMAX《吸血鬼僕人》,/watch?v=D7NLtYYQU8s,11986.0,ANIMAXTW,12500.0,3年前
ANIMAX《火星任務: 復仇》,/watch?v=UEVXSnFxedw,4160.0,ANIMAXTW,12500.0,3年前
ANIMAX《無畏魔女》,/watch?v=7ycjVhDb0Y4,4856.0,ANIMAXTW,12500.0,3年前
ANIMAX 《Hand Shakers》,/watch?v=iIejjby6-dg,2433.0,ANIMAXTW,12500.0,3年前
ANIMAX《混沌之子》,/watch?v=Z__DxHJzODo,4499.0,ANIMAXTW,12500.0,3年前
ANIMAX 《élDLIVE宇宙警探》,/watch?v=bBoG_lCeBrM,3023.0,ANIMAXTW,12500.0,3年前
ANIMAX《鎖鏈戰記 赫克瑟塔斯之光》,/watch?v=TdYCIRj333s,5714.0,ANIMAXTW,12500.0,3年前
ANIMAX HD【新番急送 】《愛麗絲與藏六 》預告2,/watch?v=VKzWS3QoUqc,4834.0,ANIMAXTW,12500.0,3年前
ANIMAX HD【新番急送 】《愛麗絲與藏六 》預告1,/watch?v=ukp7btQALa4,3087.0,ANIMAXTW,12500.0,3年前
ANIMAX《我的英雄學院》全新集數,/watch?v=NlxlIJEzufE,10602.0,ANIMAXTW,12500.0,3年前
ANIMAX：【OO-Kun -馬來西亞篇 】,/watch?v=zQftC4_USDg,1650.0,ANIMAXTW,12500.0,3年前
ANIMAX 《超速變形螺旋傑特》,/watch?v=zoVPect-egA,6575.0,ANIMAXTW,12500.0,3年前
ANIMAX  3/21 起《幸運與邏輯》每晚20:30 全台首播,/watch?v=d0HIg1acPSw,4889.0,ANIMAXTW,12500.0,3年前
ANIMAX：【OO-Kun -和服篇 】,/watch?v=puNjQb19xAU,1665.0,ANIMAXTW,12500.0,3年前
ANIMAX：【OO-Kun -槍彈辯駁篇 】,/watch?v=YaVn-O42dSQ,11764.0,ANIMAXTW,12500.0,3年前
ANIMAX：【OO-Kun -IG篇 】,/watch?v=QNQvn6Wn52w,1176.0,ANIMAXTW,12500.0,3年前
ANIMAX：【OO-Kun -刺繡篇 】,/watch?v=tIXSZvr64ZY,795.0,ANIMAXTW,12500.0,3年前
ANIMAX：【OO-Kun -新加坡篇 】,/watch?v=zzFvUZhqTfE,740.0,ANIMAXTW,12500.0,3年前
ANIMAX 2/19 起《驚鴻騎士傑克斯》2/19 起每晚18:30 全台首播,/watch?v=QLzYZ8Z0AZ8,1494.0,ANIMAXTW,12500.0,3年前
ANIMAX《初戀怪獸》2/20 起每晚22:30 全台首播,/watch?v=KOJmLmGgID8,4477.0,ANIMAXTW,12500.0,3年前
